id,status,notes
cmkzaoox0001oflkk56opweo0,通过,""
cmkz5uet1003dm2spffc2wn0u,通过,""
cmkzaoowz001mflkk7hjwqq1i,通过,""
cmkzaooxn002eflkkk38lg5be,通过,""
cmkz5uetf003tm2spf8y2i9yu,通过,""
cmkz5uet9003lm2spwrh2t9mn,通过,""
cmkz5ueso002xm2spawy1j0a8,通过,""
cmkzaoowx001kflkkzk74lobb,通过,""
cmkzaooxo002gflkkmmnll0mh,通过,""
cmkzbbrrg009amccwgzvtnlvx,通过,""
cmkzbbrrh009emccwn0syi4th,通过,""
cmkzbbrri009gmccw9v34dl63,通过,""
cmkzbbrri009imccwq4xpu30k,通过,""
cmkzbbrrj009kmccwvavpjbrq,通过,""
cmkzaooxl002cflkk6iejml9u,通过,""
cmkzaooxi002aflkk1kljjc5b,通过,""
cmkzbbrrk009mmccwfkw8555e,通过,""
cmkzaoozz0056flkk3ful33cv,通过,""
cmkzam0lx001c129li5i5a8kb,通过,""
cmkzaoozy0054flkk0pj14vz4,通过,""
cmkzam0lw001a129lzrmv6t5i,通过,""
cmkzbbrrk009omccwzfsxcfem,通过,""
cmkzbpicy005w14gr2u19qoi7,警告,"专业名无效"
cmkzbpiy700oe14grecnxdifd,警告,"专业名无效"
cmkzbpig5008714grmv6lz9sm,警告,"专业名格式错误"
cmkzam0m3001m129l9tx0g5y4,通过,""
cmkzbbrrl009qmccwevesvg3s,通过,""
cmkzbbrro00a0mccwgmr8s4nh,通过,""
cmkzbbrrn009ymccwgmd1k8n2,通过,""
cmkzam0m1001i129lb0i0q2y8,通过,""
cmkzam0m5001o129ldiatp83g,通过,""
cmkzbbrrp00a2mccwcbafn7we,通过,""
cmkzam0lz001e129ll637lns5,通过,""
cmkzam0m0001g129lcr61nvvh,通过,""
cmkzbbrrn009wmccw5yzir8g4,通过,""
cmkzam0m2001k129lciv3z43k,通过,""
cmkzam0m6001q129l07d3bqty,通过,""
cmkzam0m9001s129ltjs0065a,通过,""
cmkzbbrrm009smccwm2jl1owv,通过,""
cmkzbbrrm009umccwls9haluh,通过,""
cmkzbbrrp00a4mccwkb5jl4qz,通过,""
cmkzbpi5j000914grpdi0vvf7,通过,""
cmkzbpirg00hz14grg5aocjw3,警告,"专业名格式错误"
cmkzbpiun00l514grk3358me8,警告,"专业名格式错误"
cmkzbpivd00lv14grib4jjobc,通过,""
cmkzbpinh00e614gr267ux63l,警告,"专业名格式错误"
cmkz2sxkp000edx9bva1p7gik,通过,""
cmkz2sxjw0002dx9b9j9hr6ii,通过,""
cmkzbpi9i002n14grz9yolaws,警告,"专业名格式错误"
cmkzbpiuk00l114grmdy4s4jj,警告,"专业名格式错误"
cmkzbpim600df14grjdhjwfkl,警告,"专业名格式错误"
cmkzbpid5006314groddr6pbm,通过,""
cmkzbpicl005h14gru6kzfvba,警告,"专业名无效"
cmkzbpilq00d414gr1d71i3ln,警告,"专业名格式错误"
cmkzbpivt00m914grchjejoli,通过,""
cmkzbpijj00az14grdkm23jk2,警告,"专业名格式错误"
cmkzbpiwf00my14grxnzyw324,通过,""
cmkzbbrrs00aemccwitrc973e,通过,""
cmkzaop03005aflkkpzb1u0ll,通过,""
cmkzbbrrr00aamccwdwtnz434,通过,""
cmkzbbrrr00acmccw4w4gkbk5,通过,""
cmkzbbrrt00akmccwkai0jxxf,通过,""
cmkzam0mj0026129ly3qp52hz,通过,""
cmkzam0mb001w129lznzleu0q,通过,""
cmkzam0mi0024129l4nti2ul0,通过,""
cmkzaop08005eflkk0abkabe1,通过,""
cmkzam0me0020129lhrneuvbz,通过,""
cmkzam0md001y129lao6978d3,通过,""
cmkzaop010058flkk8b4itej2,通过,""
cmkzaop05005cflkkuna3ems6,通过,""
cmkzaop0a005gflkke3my98wy,通过,""
cmkzam0mf0022129ln3j8zf0f,通过,""
cmkzaop0g005mflkkvgs3m3md,通过,""
cmkzaop0d005kflkkj426sv75,通过,""
cmkzaop0b005iflkk0z3f3nf6,通过,""
cmkzbbrrs00agmccwpkyyhakn,通过,""
cmkzbbrru00aomccwnsnk3q6z,通过,""
cmkzbbrru00ammccwn8g9tfjy,通过,""
cmkzbbrrt00aimccwfto7lk8r,通过,""
cmkzam0ma001u129lw9ukpidr,通过,""
cmkzbbrrq00a6mccwg5e7zd4y,通过,""
cmkzbbrrq00a8mccwh27xubyz,通过,""
cmkzbbrrv00aqmccw62arf5cd,通过,""
cmkzbbrrw00aumccwv7g25zpr,通过,""
cmkzam0mm002a129ldj81i0jj,通过,""
cmkzam0mk0028129loi26f4b5,通过,""
cmkzam0mo002c129lrjac4htj,通过,""
cmkzbbrrw00awmccw6rq6unec,通过,""
cmkzbbrrv00asmccwv12g4foq,通过,""
cmkzbbrs000b6mccwhi2chgzj,通过,""
cmkzbbrrx00b0mccwayp9bmd6,通过,""
cmkzam0mt002g129lulv1pzxh,通过,""
cmkzbbrs100b8mccwz4zzkgjt,通过,""
cmkzam0mp002e129lv9fvnbux,通过,""
cmkzbbrry00b4mccwuaozq02d,通过,""
cmkzbbrry00b2mccw5gbmdhje,通过,""
cmkzbbrrx00aymccwybyj5mn7,通过,""
cmkzbpij600al14grndc7arg8,警告,"专业名格式错误"
cmkzbpis200if14grkvb5uswd,警告,"专业名格式错误"
cmkzam0n6002m129lx6x7ipvc,通过,""
cmkzbbrs300bgmccwa1h4q1m3,通过,""
cmkzbbrs500bmmccwkj9y0uqj,通过,""
cmkzbbrs400bimccwbbur85kz,通过,""
cmkzbbrs400bkmccwuinvvens,通过,""
cmkzam0nf002u129lbgrb9mx5,通过,""
cmkzam0n3002k129lbu68um50,通过,""
cmkzam0my002i129l1543r5pk,通过,""
cmkzam0n8002o129lbprryu92,通过,""
cmkzbbrs200bcmccws5vjir3d,通过,""
cmkzam0nc002s129l5cn0ow8h,通过,""
cmkzam0na002q129lr9ykfd5n,通过,""
cmkzbbrs100bamccwxp4i8dsc,通过,""
cmkzbbrs300bemccw0ky4xvq0,通过,""
cmkzbbrs500bomccwwswok1ks,通过,""
cmkzbbrs600bqmccwn0qqx7ib,通过,""
cmkzbbrs700bsmccwtjzn4i6n,通过,""
cmkzbpitd00jw14gr9ge9hwto,通过,""
cmkzbpiwd00mw14grxa8pcsw5,通过,""
cmkz2sxlf000tdx9bfu7xfsif,通过,""
cmkzbbrs700bumccwfsxbl6ib,通过,""
cmkzbbrs900c2mccwqizn0pq6,通过,""
cmkzbbrs900c0mccwyv2wk20f,通过,""
cmkzbbrsa00c4mccwvm40o3q6,通过,""
cmkzam0nn0034129ll4qy6crd,通过,""
cmkzam0nl0032129l25t3tub7,通过,""
cmkzam0ni002y129l69sl4gi2,通过,""
cmkzam0ng002w129ldyknbcj4,通过,""
cmkzam0nj0030129l2bp4t6s9,通过,""
cmkzbbrsa00c6mccwj54vz61q,通过,""
cmkzbbrsb00camccwbiljthwt,通过,""
cmkzbbrsc00ccmccwbtjgnky0,通过,""
cmkzbbrs800bymccwu8lhst79,通过,""
cmkzbbrsb00c8mccwlhnt05co,通过,""
cmkzbbrs800bwmccwc4im7rwh,通过,""
cmkz2sxmk001edx9b41mhabyz,通过,""
cmkzbpi7b001114grlfbppg4x,警告,"专业名格式错误; ACT异常低: 14"
cmkz2sxmh001cdx9boc7xfg7g,通过,""
cmkzbpifi007s14grw0hmehgx,警告,"专业名格式错误"
cmkzbpi78000z14gr2lco34sb,警告,"专业名格式错误; ACT异常低: 14"
cmkzbbrsi00cumccwyfd0kcux,通过,""
cmkzbbrsg00cqmccwj5anqnd0,通过,""
cmkzam0np0036129luvlkvqty,通过,""
cmkzam0nt003c129lqdu9hocf,通过,""
cmkzam0ns003a129lc3hor5ss,通过,""
cmkzam0nq0038129lvcqg2ve7,通过,""
cmkzam0nv003e129lqye16rj8,通过,""
cmkzbbrsi00cwmccwt5kq9zu9,通过,""
cmkzbbrsk00d0mccw8j7iwfta,通过,""
cmkzbbrsj00cymccw0ur1juvo,通过,""
cmkzbbrsf00cmmccwmflluw64,通过,""
cmkzbbrse00ckmccwvwrpy328,通过,""
cmkzbbrse00cimccwojofdra2,通过,""
cmkzbbrsg00comccwp142oqj5,通过,""
cmkzbbrsd00cgmccwze2nr6lv,通过,""
cmkzbbrsh00csmccwmdlni3wm,通过,""
cmkzbbrsd00cemccw1h6006m6,通过,""
cmkzbpi75000x14grlk0op6mq,警告,"专业名格式错误; ACT异常低: 14"
cmkz2sxmf001adx9bexqftxxj,通过,""
cmkzbpivo00m514gr7didgaua,通过,""
cmkzbbrsl00d6mccwppcum7ej,通过,""
cmkzbbrsn00dcmccwz9dfrmi8,通过,""
cmkzbbrsn00damccwx6fekh58,通过,""
cmkzbbrsm00d8mccwbzpntgi5,通过,""
cmkzbbrsp00dimccwk8kgf73u,通过,""
cmkzbbrso00demccwjaqr36b7,通过,""
cmkzam0nw003g129lazz6jotb,通过,""
cmkzbbrsk00d2mccwr0961zg2,通过,""
cmkzbbrsl00d4mccwrbkpniqf,通过,""
cmkzbbrsq00dkmccwzjb6txlr,通过,""
cmkzbbrsp00dgmccwhfq91yzx,通过,""
cmkzbpit300jk14grkdgcr5vs,通过,""
cmkzbpib7004514gri6xjwwfp,警告,"专业名格式错误"
cmkzbpiuh00kx14gr4cxuxaii,警告,"专业名格式错误"
cmkzbpiv300lj14grnwnyzvbd,通过,""
cmkzbpilm00cy14grymdpv79f,警告,"专业名格式错误"
cmkz2sxli000vdx9b1g3mt6ia,通过,""
cmkz2sxn0001rdx9bahdipn4a,通过,""
cmkzbpilj00cw14gr23t9my7a,警告,"专业名格式错误"
cmkzbpib2004114gr1iscdiis,警告,"专业名格式错误"
cmkzbpivw00mb14grwm0zbhap,通过,""
cmkz2sxm40014dx9bcp39zp0q,通过,""
cmkzam0nz003k129l5no3eom7,通过,""
cmkzam0ny003i129lhy3o9ca9,通过,""
cmkzbpigl008l14grg4gngmnn,警告,"ACT异常低: 14"
cmkzam0o0003m129ljzirfh0n,通过,""
cmkzam0o2003o129ldts1sdlv,通过,""
cmkzbpi5d000514gr6wf7lfx2,通过,""
cmkz2sxmx001pdx9ban1xqztx,通过,""
cmkzbpilb00co14gr5wdhssng,警告,"专业名格式错误"
cmkzbpild00cq14grwoiyyb98,警告,"专业名格式错误"
cmkzbpilf00cs14gr3i72vt8i,警告,"专业名格式错误"
cmkzbpilv00d814grl01uvku9,警告,"专业名格式错误"
cmkzbpimc00di14grhl4z5xfm,通过,""
cmkzbpimh00dl14groumrna2u,通过,""
cmkzbpimm00do14grvrzt0lpc,通过,""
cmkzbpims00dt14gr6rpl02qy,通过,""
cmkzbpimy00dx14grwvmimjs0,通过,""
cmkzbpinc00e214grxef745h4,警告,"专业名格式错误"
cmkzbping00e414grisnfov12,警告,"专业名格式错误"
cmkzbpino00ed14gre2r1bcl2,删除,"学校名无效: 1. Georgia Tech (In ; 专业名格式错误"
cmkzbpinr00eg14grw54f2y73,删除,"学校名无效: 2. University of Geo; 专业名格式错误"
cmkzbpint00ej14gra0c4vy60,删除,"学校名无效: 3. UT Austin; 专业名格式错误"
cmkzbpinx00em14gr1g0y7bd8,删除,"学校名无效: 4. CU Boulder; 专业名格式错误"
cmkzbpio000eo14grbowrsr85,删除,"学校名无效: 2. University of Geo; 专业名格式错误"
cmkzbpio200eq14gr2q1grkeq,删除,"学校名无效: 3. UT Austin; 专业名格式错误"
cmkzbpio400es14grmhoeodw1,删除,"学校名无效: 4. CU Boulder; 专业名格式错误"
cmkzbpio700ev14gr8gul016m,删除,"学校名无效: 5. Rice; 专业名格式错误"
cmkzbpio800ex14graz3z3x6d,删除,"学校名无效: 6. *Rocketry; 专业名格式错误"
cmkzbpiob00f014grubkhli99,删除,"学校名无效: 7. Purdue; 专业名格式错误"
cmkzbpioe00f314gru2ckwajm,删除,"学校名无效: Committed; 专业名格式错误"
cmkzbpioh00f514grr77mcoel,删除,"学校名无效: 1. Georgia Tech (In ; 专业名格式错误; GPA无效: ."
cmkzbpioi00f714gr798pgeqr,删除,"学校名无效: 2. University of Geo; 专业名格式错误; GPA无效: ."
cmkzbpiok00f914grcetpqema,删除,"学校名无效: 3. UT Austin; 专业名格式错误; GPA无效: ."
cmkzbpiom00fb14gruek7jrnu,删除,"学校名无效: 4. CU Boulder; 专业名格式错误; GPA无效: ."
cmkzbpioo00fd14gry153u5f7,删除,"学校名无效: 5. Rice; 专业名格式错误; GPA无效: ."
cmkzbpiop00ff14grwijphn9o,删除,"学校名无效: 6. *Rocketry; 专业名格式错误; GPA无效: ."
cmkzbpior00fh14gr9kosqf5r,删除,"学校名无效: 7. Purdue; 专业名格式错误; GPA无效: ."
cmkzbpiou00fk14gro64st94u,删除,"学校名无效: 8. UT Austin; 专业名格式错误; GPA无效: ."
cmkzbpioz00fn14grp12xr3jh,删除,"学校名无效: 9. Northeastern; 专业名格式错误; GPA无效: ."
cmkzbpip200fp14grn33ctzxw,删除,"学校名无效: 1. Georgia Tech (In ; 专业名格式错误; GPA无效: ."
cmkzbpip400fr14gr9znckbch,删除,"学校名无效: 2. University of Geo; 专业名格式错误; GPA无效: ."
cmkzbpip700ft14grxz33la5j,删除,"学校名无效: 3. UT Austin; 专业名格式错误; GPA无效: ."
cmkzbpipa00fv14grhsyguc3d,删除,"学校名无效: 4. CU Boulder; 专业名格式错误; GPA无效: ."
cmkzbpipe00fx14gr96yjciau,删除,"学校名无效: 7. Purdue; 专业名格式错误; GPA无效: ."
cmkzbpiph00fz14gry03jwsky,删除,"学校名无效: 1. Georgia Tech (In ; 专业名格式错误"
cmkzbpipj00g114grydyyxcjs,删除,"学校名无效: 2. University of Geo; 专业名格式错误"
cmkzbpipl00g314gr2r9wcyn7,删除,"学校名无效: 3. UT Austin; 专业名格式错误"
cmkzbpipn00g514gr3ox7nb4e,删除,"学校名无效: 4. CU Boulder; 专业名格式错误"
cmkzbpipq00g714gr4xdn40ou,删除,"学校名无效: 5. Rice; 专业名格式错误"
cmkzbpipt00g914grgudjm5mo,删除,"学校名无效: 2. University of Geo; 专业名格式错误"
cmkzbpipv00gb14grk1k1sfmp,删除,"学校名无效: 3. UT Austin; 专业名格式错误"
cmkzbpipx00gd14grifq91p1b,删除,"学校名无效: 4. CU Boulder; 专业名格式错误"
cmkzbpipy00gf14gr3bcaehqt,删除,"学校名无效: 5. Rice; 专业名格式错误"
cmkzbpiq000gh14grfuhjof5i,删除,"学校名无效: 6. *Rocketry; 专业名格式错误"
cmkzbpiq300gj14grwzxg1r6c,删除,"学校名无效: 7. Purdue; 专业名格式错误"
cmkzbpiq500gl14gr3ap3rumh,删除,"学校名无效: 8. UT Austin; 专业名格式错误"
cmkzbpiq700gn14gretlyo0tb,删除,"学校名无效: 9. Northeastern; 专业名格式错误"
cmkzbpiqa00gq14grcl43lo5w,删除,"学校名无效: 11. UT Austin; 专业名格式错误"
cmkzbpiqc00gt14grmp30mtqu,删除,"学校名无效: 12. UT Dallas; 专业名格式错误"
cmkzbpiqe00gw14gre3szchos,删除,"学校名无效: 13. TAMU; 专业名格式错误"
cmkzbpiqg00gy14grnk2apjfg,删除,"学校名无效: 1. Georgia Tech (In ; 专业名格式错误"
cmkzbpiqi00h014grtwwuxxp1,删除,"学校名无效: 2. University of Geo; 专业名格式错误"
cmkzbpiqk00h214gr0gs91ax5,删除,"学校名无效: 3. UT Austin; 专业名格式错误"
cmkzbpiqm00h414grxpfqbssy,删除,"学校名无效: 1. Georgia Tech (In ; 专业名格式错误"
cmkzbpiqo00h614gr2jrrnfzk,删除,"学校名无效: 2. University of Geo; 专业名格式错误"
cmkzbpiqq00h814grugclaysr,删除,"学校名无效: 4. CU Boulder; 专业名格式错误"
cmkzbpiqs00ha14gr0c3p2j89,删除,"学校名无效: 5. Rice; 专业名格式错误"
cmkzbpiqu00hc14grzjdnhgmd,删除,"学校名无效: 6. *Rocketry; 专业名格式错误"
cmkzbpiqv00he14grby27fomk,删除,"学校名无效: 7. Purdue; 专业名格式错误"
cmkzbpiqx00hg14graqf5exfg,删除,"学校名无效: 8. UT Austin; 专业名格式错误"
cmkzbpiqz00hi14grgsn42u06,删除,"学校名无效: 9. Northeastern; 专业名格式错误"
cmkzbpir200hl14gr3mp32nlt,删除,"学校名无效: 10. Stanford; 专业名格式错误"
cmkzbpir400hn14grgkbdl6dh,删除,"学校名无效: 11. UT Austin; 专业名格式错误"
cmkzbpir600hp14grpuxrv1z7,删除,"学校名无效: 12. UT Dallas; 专业名格式错误"
cmkzbpir800hr14grtxc29qdh,删除,"学校名无效: 13. TAMU; 专业名格式错误"
cmkzbpira00hu14grvvc351ud,删除,"学校名无效: 14. Johns Hopkins; 专业名格式错误"
cmkzbpirc00hx14grbka912jo,删除,"学校名无效: 15. Boston Universit; 专业名格式错误"
cmkzbpita00js14grre2mf5n1,通过,""
cmkzbpirt00i714gr9u10mq4l,警告,"专业名格式错误"
cmkzbpirv00i914gr4p6vq5vj,警告,"专业名格式错误"
cmkzbpis400ih14gr4yim5uhs,警告,"专业名格式错误"
cmkzbpivq00m714grriqgbd59,删除,"学校名无效: Here's the college r; 专业名无效"
cmkzbpibb004a14gr0gwx06c6,警告,"专业名格式错误"
cmkzbpic0004v14grjgzi201z,警告,"专业名格式错误"
cmkzbpic2004y14gr70d68vxg,警告,"专业名格式错误"
cmkzbpic5005114gr77umrnix,警告,"专业名格式错误"
cmkzbpic9005614grfecc9nu5,警告,"专业名格式错误"
cmkzbpicc005914gri9ao43jk,删除,"学校名无效: (USC ED; 专业名格式错误"
cmkzbpicg005c14grjhg8sgno,删除,"学校名无效: Here's the college r"
cmkzbpicj005f14grk66vbtnc,删除,"学校名无效: EA: Miami University; 专业名无效"
cmkzbpib4004314grkrlkyq5v,警告,"专业名格式错误"
cmkzbpicn005k14grj46mog3z,警告,"专业名无效"
cmkzbpicp005n14grwmadtyzz,警告,"专业名无效"
cmkzbpict005q14gr2aroqib8,删除,"学校名无效: RD: Amherst College; 专业名无效"
cmkzbpicv005s14grk2m37wf2,警告,"专业名无效"
cmkzbpicx005u14grx3npis16,警告,"专业名无效"
cmkzbpiay003z14gr7wsw0ehl,警告,"专业名格式错误"
cmkzbpiau003w14gr5ddjtzy1,警告,"专业名格式错误"
cmkzbpidl006k14grudq4eeh6,警告,"专业名无效"
cmkzbpidr006o14grgaxmeh1g,警告,"专业名无效"
cmkzbpiar003t14gr0c77adpj,警告,"专业名格式错误"
cmkzbpiae003h14grhuhsjn6d,删除,"学校名无效: Acceptances: (list h; 专业名格式错误"
cmkzbpifb007l14gr49fnzo7o,警告,"专业名格式错误"
cmkzbpifg007q14gr0silljtv,警告,"专业名格式错误"
cmkzbpifl007v14grr6lpkxxm,警告,"专业名格式错误"
cmkzbpifo007x14grbiucpbt0,警告,"专业名格式错误"
cmkzbpigo008o14gr6beajp98,警告,"ACT异常低: 14"
cmkzbpigq008q14gruz5nikev,警告,"ACT异常低: 14"
cmkzbpigw008u14grp3xiz0uo,删除,"学校名无效: Here's the college r"
cmkzbpih6009114gry1mgszmj,警告,"专业名格式错误"
cmkzbpiha009414grmleep6v4,警告,"专业名格式错误"
cmkzbpiho009b14grhhuyuo6d,警告,"专业名格式错误"
cmkzbpihx009d14groqtkpdyx,警告,"专业名格式错误"
cmkzbpii7009n14gr6e2yio0o,通过,""
cmkzbpiie009t14grfb4sjbi3,通过,""
cmkzbpiig009v14grn8w1wbkv,通过,""
cmkzbpi7d001314gr8shg25mj,警告,"专业名格式错误; ACT异常低: 14"
cmkzbpiik00a014grhlkc3lb4,通过,""
cmkzbpiin00a414grzj2nma4m,通过,""
cmkzbpiiq00a714grlg38njru,删除,"学校名无效: 6. *Rocketry; 专业名格式错误"
cmkzbpiiv00aa14gr0x1vp4rb,警告,"专业名格式错误"
cmkzbpiix00ad14grb3ms7fv8,警告,"专业名格式错误"
cmkzbpij000ag14griaz8l00g,警告,"专业名格式错误"
cmkzbpij400aj14grk5z2fxf9,警告,"专业名格式错误"
cmkzbpi9b002i14gr00wkpf0t,警告,"专业名格式错误"
cmkzbpij800an14grb58np4rn,警告,"专业名格式错误"
cmkzbpija00ap14griw9yv203,警告,"专业名格式错误"
cmkzbpijc00ar14gryzvgabh9,警告,"专业名格式错误"
cmkzbpi99002f14gr0ijf20yn,警告,"专业名格式错误"
cmkzbpi8y002814grtqi918aa,删除,"学校名无效: &gt;!Harvard (REA); 专业名格式错误"
cmkzbpi8s002214gruxe320qu,警告,"专业名格式错误"
cmkzbpi8o001z14grafqbn8by,警告,"专业名格式错误"
cmkzbpi8l001w14gr5cuqx9fg,警告,"专业名格式错误"
cmkzbpi8i001u14gru2f4dbxu,警告,"专业名格式错误"
cmkzbpijv00bc14gr37dmyab4,删除,"学校名无效: Bioethics; 专业名格式错误"
cmkzbpijy00bf14grzejf9eld,删除,"学校名无效: Environmental; 专业名格式错误"
cmkzbpi8c001n14gr6by55bas,警告,"专业名格式错误"
cmkzbpik200bk14grbvi5o70v,删除,"学校名无效: Sociology; 专业名格式错误"
cmkzbpik400bm14gr9bvpg7iu,警告,"专业名格式错误"
cmkzbpik600bo14gr70gavbho,警告,"专业名格式错误"
cmkzbpikb00br14gr4ehmyn2z,删除,"学校名无效: Africana; 专业名格式错误"
cmkzbpikg00bu14grolbmmj8a,删除,"学校名无效: Pathobiology; 专业名格式错误"
cmkzbpikk00bx14grzlytmy4u,警告,"专业名格式错误"
cmkzbpikp00c014gr9b7oyznf,删除,"学校名无效: Bryn; 专业名格式错误"
cmkzbpiks00c314grtqulf9cn,删除,"学校名无效: Anthropology; 专业名格式错误"
cmkzbpiku00c614grtm5l7ez2,警告,"专业名格式错误"
cmkzbpi7v001f14gric3mf5rc,警告,"专业名格式错误"
cmkzbpi7s001c14grirb4mxs7,警告,"专业名格式错误"
cmkzbpi7k001914gr1fe919lu,警告,"专业名格式错误"
cmkzbpi7i001614gr5jlcn1z8,警告,"专业名格式错误"
cmkzbpi5g000714grr4t0hk4h,通过,""
cmkzbpitk00k214gr6x5rmt5j,通过,""
cmkz2sxmm001hdx9bvdg73rrm,通过,""
cmkzbpitq00ka14grikhnc8ec,通过,""
cmkzbpitt00kd14grliwcsdo8,通过,""
cmkzbpitw00kg14grfjsmv0pe,通过,""
cmkzbpiu000kj14grl47sg2ca,通过,""
cmkzbpiu200km14gre9zia4wz,通过,""
cmkzbpiu600kq14grra88tkn8,通过,""
cmkzbpiud00ks14gr26qm5ach,警告,"专业名格式错误"
cmkzbpiug00kv14grp17ylj9q,警告,"专业名格式错误"
cmkz2sxnz002ldx9bqomnt8ol,通过,""
cmkz2sxnw002hdx9bepnilek6,通过,""
cmkzbpiup00l714gr1nzzfu4w,警告,"专业名格式错误"
cmkz2sxnq002adx9bqp2tp6h8,通过,""
cmkz2sxng0021dx9bdfw6hzea,通过,""
cmkz2sxnc001ydx9b5xe0gt29,通过,""
cmkz2sxna001wdx9bvlod12dr,通过,""
cmkzbpivi00m014gr7aterlmc,删除,"学校名无效: Take; 专业名无效"
cmkzbpivk00m314grhep7anaj,删除,"学校名无效: They; 专业名无效"
cmkzbpivy00md14grr1c84ug2,通过,""
cmkzbpiw800mo14graphj6rcl,通过,""
cmkzbpiwa00mr14grhroseukt,通过,""
cmkzbpiwc00mu14gruo8uwymu,通过,""
cmkzbpiwh00n014grugfm4cu8,通过,""
cmkz2sxmu001mdx9bn6bvnxvs,通过,""
cmkzbpiwv00nf14gry7qa7tbe,警告,"专业名格式错误"
cmkzbpix900nq14gr0e7m8r7a,删除,"学校名无效: DREAM; 专业名格式错误"
cmkzbpixe00nt14grev4h8x0c,警告,"专业名格式错误"
cmkzbpixh00nv14gr6t2g1pdw,警告,"专业名格式错误"
cmkzbpixl00ny14grqx1oj7s7,警告,"专业名格式错误"
cmkzbpixo00o114grqtb97v32,删除,"学校名无效: Local; 专业名格式错误"
cmkzbpixr00o514grzmdv5r6r,警告,"专业名格式错误"
cmkzbpiy200oa14grbwipzsqe,警告,"专业名无效"
cmkz2sxki0009dx9b0nbs50mk,通过,""
cmkzbpiy900og14gr977gn44q,警告,"专业名无效"
cmkzbpiyd00oj14grgoivrlf1,警告,"专业名无效"
cmkzbpiyf00ol14grmdcj14ef,删除,"学校名无效: Bryn; 专业名无效"
cmkz2sxkm000cdx9bjzzdbsq2,通过,""
cmkzbpish00iv14gra1lcmu5c,删除,"学校名无效: Yes,; 专业名无效"
cmkzbpisk00iy14gr8l8uvi3p,删除,"学校名无效: Unless; 专业名无效"
cmkzbpism00j114grf8hf9uwi,删除,"学校名无效: Applied; 专业名无效"
cmkzbpisp00j414grle9oeutk,删除,"学校名无效: STEM,; 专业名无效"
cmkzbpisr00j714grdvkl6rqm,删除,"学校名无效: TOEFL; 专业名无效"
cmkzbpist00ja14grurhnxeju,删除,"学校名无效: IELTS,; 专业名无效"
cmkzbpisv00jc14gremb44zzn,警告,"专业名无效"
cmkzbpisx00jf14grt0yi1yg1,删除,"学校名无效: Note; 专业名无效"
cmkzbpit100ji14grrmc33x1u,通过,""
cmkzbpit700jp14gr7ea3r8ob,通过,""
cmkzbpitb00ju14grclseiu7p,通过,""
cmkzbpith00jz14gr7jtjebia,通过,""
cmkz5uesc002jm2spbr49b7yw,通过,""
cmkzam0oe0041129lz3wdfgl6,通过,""
cmkzam0oq004i129lkqwr5pz3,通过,""
cmkzaooyh003cflkk7tih6nrm,通过,""
cmkzam0oc003y129lqiwsbah7,通过,""
cmkzam0oo004e129l2vpyvs67,通过,""
cmkzaooyq003nflkku0ygp3e8,通过,""
cmkzaooy0002rflkkkiqmnzo8,通过,""
cmkzaoox1001qflkkxx7ob4pk,通过,""
cmkzaooyu003sflkk0qix66bg,通过,""
cmkzam0og0044129l7gmqp49h,通过,""
cmkz5uesa002hm2spiu2imsmv,通过,""
cmkzaooxt002mflkk3y6d37nb,通过,""
cmkzaooxr002kflkklj8313vf,通过,""
cmkzaooxq002iflkkj35livb7,通过,""
cmkzam0o8003t129llg1ug0j5,通过,""
cmkzaooyn003kflkkd4r0rnha,通过,""
cmkzaooyb0034flkk09j4igzp,通过,""
cmkzaooy80032flkkxbzozy58,通过,""
cmkzaooy5002zflkkhbrarjm8,通过,""
cmkzam0o6003r129lbjswx2bv,通过,""
cmkzam0om004b129lbtfkqpxv,通过,""
cmkzaooxv002oflkk6h47g5xk,通过,""
cmkzaooy3002wflkkh0zgxp4g,通过,""
cmkzaooy1002tflkknufmnumf,通过,""
cmkz5ueti003wm2sp1iydyimt,通过,""
cmkzam0oa003w129l2jbwzcwg,通过,""
cmkzaooyj003fflkk9evy41bf,通过,""
cmkzaooye0037flkky7a5sfvf,通过,""
cmkzam0op004g129ltil5cs4c,通过,""
cmkz5uese002lm2spe4esg4ty,通过,""
cmkzam0os004k129ll1g8km30,通过,""
cmkzaooyl003iflkke1me498h,通过,""
cmkzaooyg003aflkk0i8sr0oe,通过,""
cmkzam0oj0048129ljg4yy11z,通过,""
cmkzaoox3001sflkkep2pf32u,通过,""
cmkzam0oh0046129l4r1qt7l9,通过,""
cmkzaooys003qflkkzs5r4muj,通过,""
